JANコード,商品ｺｰﾄﾞ,メーカー名,商品名,属性名１,棚ロケ,棚番,在庫
8058364059631,1002520021,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;37.5;TEX2CLTX1 5886 375,6,新館3F　CLIMA注意　箱大,0
8058364059648,1002520022,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;38.0;TEX2CLTX1 5886 380,6,新館3F　CLIMA注意　箱大,0
8058364059655,1002520023,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;38.5;TEX2CLTX1 5886 385,6,新館3F　CLIMA注意　箱大,0
8058364059662,1002520024,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;39.0;TEX2CLTX1 5886 390,6,新館3F　CLIMA注意　箱大,0
8058364059679,1002520025,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;39.5;TEX2CLTX1 5886 395,6,新館3F　CLIMA注意　箱大,0
8058364059457,1002520026,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;40.0;TEX2CLTX1 5886 400,6,本館3階-13,1
8058364059464,1002520027,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;40.5;TEX2CLTX1 5886 405,6,新館3F　CLIMA注意　箱大,0
8058364059471,1002520028,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;41.0;TEX2CLTX1 5886 410,6,本館3F　CLIMA注意　箱大,0
8058364059488,1002520029,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;41.5;TEX2CLTX1 5886 415,6,新館3F　CLIMA注意　箱大,0
8058364059495,1002520030,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;42.0;TEX2CLTX1 5886 420,6,本館3F　CLIMA注意　箱大,0
8058364059501,1002520031,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;42.5;TEX2CLTX1 5886 425,6,新館3F　CLIMA注意　箱大,0
8058364059518,1002520032,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;43.0;TEX2CLTX1 5886 430,6,新館3F　CLIMA注意　箱大,0
8058364059525,1002520033,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;43.5;TEX2CLTX1 5886 435,6,新館3F　CLIMA注意　箱大,0
8058364059532,1002520034,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;44.0;TEX2CLTX1 5886 440,6,本館3階　CLIMA注意　箱大,0
8058364059549,1002520035,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;44.5;TEX2CLTX1 5886 445,6,新館3F　CLIMA注意　箱大,0
8058364059556,1002520036,FIZIK(ｼｭｰｽﾞ),X2 TERRA CLIMA,OL/CA;45.0;TEX2CLTX1 5886 450,6,本館3F　CLIMA注意　箱大,0
8058364070919,1002530001,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;36.0;TEX2ELTX1 1010 360,6,(本館3階)-40,5
8058364070926,1002530002,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;37.0;TEX2ELTX1 1010 370,6,(本館3階)-40,1
8058364070933,1002530003,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;37.5;TEX2ELTX1 1010 375,6,新館2F-40,0
8058364070940,1002530004,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;38.0;TEX2ELTX1 1010 380,6,(本館3階)-40,3
8058364070957,1002530005,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;38.5;TEX2ELTX1 1010 385,6,新館2F-40,0
8058364070964,1002530006,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;39.0;TEX2ELTX1 1010 390,6,(本館3階)-40,1
8058364070971,1002530007,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;39.5;TEX2ELTX1 1010 395,6,新館2F-40,0
8058364070759,1002530008,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;40.0;TEX2ELTX1 1010 400,6,(本館3階)-40,0
8058364070766,1002530009,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;40.5;TEX2ELTX1 1010 405,6,新館2F-40,0
8058364070773,1002530010,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;41.0;TEX2ELTX1 1010 410,6,(本館3階)-40,1
8058364070780,1002530011,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;41.5;TEX2ELTX1 1010 415,6,新館2F-40,0
8058364070797,1002530012,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;42.0;TEX2ELTX1 1010 420,6,(本館3階)-40,0
8058364070803,1002530013,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;42.5;TEX2ELTX1 1010 425,6,新館2F-40,0
8058364070810,1002530014,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;43.0;TEX2ELTX1 1010 430,6,(本館3階)-40,1
8058364070827,1002530015,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;43.5;TEX2ELTX1 1010 435,6,新館2F-40,0
8058364070834,1002530016,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;44.0;TEX2ELTX1 1010 440,6,(本館3階)-40,0
8058364070841,1002530017,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;44.5;TEX2ELTX1 1010 445,6,新館2F-40,0
8058364070858,1002530018,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/BK;45.0;TEX2ELTX1 1010 450,6,(本館3階)-40,2
8058364060071,1002530019,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;36.0;TEX2ELTX1 1298 360,6,新館2F-41,0
8058364060088,1002530020,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;37.0;TEX2ELTX1 1298 370,6,(新館2階)-41,0
8058364060095,1002530021,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;37.5;TEX2ELTX1 1298 375,6,新館2F-41,0
8058364060101,1002530022,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;38.0;TEX2ELTX1 1298 380,6,(新館2階)-41,0
8058364060118,1002530023,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;38.5;TEX2ELTX1 1298 385,6,新館2F-41,0
8058364060125,1002530024,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;39.0;TEX2ELTX1 1298 390,6,新館2F-41,0
8058364060132,1002530025,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;39.5;TEX2ELTX1 1298 395,6,新館2F-41,0
8058364059914,1002530026,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;40.0;TEX2ELTX1 1298 400,6,新館2F-41,0
8058364059921,1002530027,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;40.5;TEX2ELTX1 1298 405,6,新館2F-41,0
8058364071237,1002530028,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;41.0;TEX2ELTX1 1298 410,6,新館2F-41,0
8058364059945,1002530029,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;41.5;TEX2ELTX1 1298 415,6,新館2F-41,0
8058364059952,1002530030,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;42.0;TEX2ELTX1 1298 420,6,新館2F-41,0
8058364059969,1002530031,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;42.5;TEX2ELTX1 1298 425,6,新館2F-41,0
8058364071275,1002530032,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;43.0;TEX2ELTX1 1298 430,6,新館2F-41,0
8058364059983,1002530033,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;43.5;TEX2ELTX1 1298 435,6,新館2F-41,0
8058364059990,1002530034,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;44.0;TEX2ELTX1 1298 440,6,新館2F-41,0
8058364060002,1002530035,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;44.5;TEX2ELTX1 1298 445,6,新館2F-41,0
8058364060019,1002530036,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,AN/GRA;45.0;TEX2ELTX1 1298 450,6,新館2F-41,0
8058364060309,1002530037,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;36.0;TEX2ELTX1 4610 360,6,新館2F-42,0
8058364060316,1002530038,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;37.0;TEX2ELTX1 4610 370,6,新館2F-42,0
8058364060323,1002530039,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;37.5;TEX2ELTX1 4610 375,6,新館2F-42,0
8058364060330,1002530040,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;38.0;TEX2ELTX1 4610 380,6,(本館3階)-42,0
8058364060347,1002530041,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;38.5;TEX2ELTX1 4610 385,6,新館2F-42,0
8058364060354,1002530042,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;39.0;TEX2ELTX1 4610 390,6,(本館3階)-42,0
8058364060361,1002530043,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;39.5;TEX2ELTX1 4610 395,6,新館2F-42,0
8058364060149,1002530044,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;40.0;TEX2ELTX1 4610 400,6,(本館3階)-42,0
8058364060156,1002530045,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;40.5;TEX2ELTX1 4610 405,6,新館2F-42,0
8058364060163,1002530046,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;41.0;TEX2ELTX1 4610 410,6,(本館3階)-42,5
8058364060170,1002530047,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;41.5;TEX2ELTX1 4610 415,6,新館2F-42,0
8058364060187,1002530048,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;42.0;TEX2ELTX1 4610 420,6,(本館3階)-42,0
8058364060194,1002530049,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;42.5;TEX2ELTX1 4610 425,6,新館2F-42,0
8058364060200,1002530050,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;43.0;TEX2ELTX1 4610 430,6,(本館3階)-42,0
8058364060217,1002530051,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;43.5;TEX2ELTX1 4610 435,6,新館2F-42,0
8058364060224,1002530052,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;44.0;TEX2ELTX1 4610 440,6,(本館3階)-42,0
8058364060231,1002530053,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;44.5;TEX2ELTX1 4610 445,6,新館2F-42,0
8058364060248,1002530054,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BLU/BK;45.0;TEX2ELTX1 4610 450,6,(本館3階)-42,2
8058364060538,1002530055,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;36.0;TEX2ELTX1 5886 360,6,(本館3階)-44,5
8058364060545,1002530056,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;37.0;TEX2ELTX1 5886 370,6,(本館3階)-44,0
8058364060552,1002530057,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;37.5;TEX2ELTX1 5886 375,6,新館2F-49,0
8058364060569,1002530058,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;38.0;TEX2ELTX1 5886 380,6,(本館3階)-44,0
8058364060576,1002530059,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;38.5;TEX2ELTX1 5886 385,6,(本館3階)-44,1
8058364060583,1002530060,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;39.0;TEX2ELTX1 5886 390,6,(本館3階)-44,2
8058364060590,1002530061,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;39.5;TEX2ELTX1 5886 395,6,新館2F-49,0
8058364060378,1002530062,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;40.0;TEX2ELTX1 5886 400,6,(本館3階)-44,3
8058364060385,1002530063,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;40.5;TEX2ELTX1 5886 405,6,新館2F-49,0
8058364060392,1002530064,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;41.0;TEX2ELTX1 5886 410,6,(本館3階)-44,3
8058364060408,1002530065,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;41.5;TEX2ELTX1 5886 415,6,新館2F-49,0
8058364060415,1002530066,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;42.0;TEX2ELTX1 5886 420,6,(本館3階)-44,0
8058364060422,1002530067,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;42.5;TEX2ELTX1 5886 425,6,新館2F-49,0
8058364060439,1002530068,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;43.0;TEX2ELTX1 5886 430,6,(本館3階)-44,0
8058364060446,1002530069,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;43.5;TEX2ELTX1 5886 435,6,新館2F-49,0
8058364060453,1002530070,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;44.0;TEX2ELTX1 5886 440,6,(本館3階)-44,0
8058364060460,1002530071,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;44.5;TEX2ELTX1 5886 445,6,新館2F-49,0
8058364060477,1002530072,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,OL/CA;45.0;TEX2ELTX1 5886 450,6,(本館3階)-44,0
8058364072296,1002530073,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;36.0;TEX2ETR1K 7610 360,6,(本館3階)-43,0
8058364072302,1002530074,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;37.0;TEX2ETR1K 7610 370,6,(本館3階)-43,0
8058364072319,1002530075,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;37.5;TEX2ETR1K 7610 375,6,新館2F-43,0
8058364072326,1002530076,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;38.0;TEX2ETR1K 7610 380,6,(本館3階)-43,0
8058364072333,1002530077,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;38.5;TEX2ETR1K 7610 385,6,新館2F-43,0
8058364072340,1002530078,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;39.0;TEX2ETR1K 7610 390,6,(本館3階)-43,1
8058364072357,1002530079,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;39.5;TEX2ETR1K 7610 395,6,新館2F-43,0
8058364072135,1002530080,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;40.0;TEX2ETR1K 7610 400,6,(本館3階)-43,0
8058364072142,1002530081,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;40.5;TEX2ETR1K 7610 405,6,新館2F-43,0
8058364072159,1002530082,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;41.0;TEX2ETR1K 7610 410,6,(本館3階)-43,0
8058364072166,1002530083,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;41.5;TEX2ETR1K 7610 415,6,新館2F-43,0
8058364072173,1002530084,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;42.0;TEX2ETR1K 7610 420,6,(本館3階)-43,0
8058364072180,1002530085,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;42.5;TEX2ETR1K 7610 425,6,新館2F-43,0
8058364072197,1002530086,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;43.0;TEX2ETR1K 7610 430,6,(本館3階)-43,0
8058364072203,1002530087,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;43.5;TEX2ETR1K 7610 435,6,新館2F-43,0
8058364072210,1002530088,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;44.0;TEX2ETR1K 7610 440,6,(本館3階)-43,0
8058364072227,1002530089,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;44.5;TEX2ETR1K 7610 445,6,新館2F-43,0
8058364072234,1002530090,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,DE/BK;45.0;TEX2ETR1K 7610 450,6,(本館3階)-43,0
8058364072067,1002530091,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;36.0;TEX2ETR1K 7090 360,6,,0
8058364072074,1002530092,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;37.0;TEX2ETR1K 7090 370,6,,0
8058364072081,1002530093,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;37.5;TEX2ETR1K 7090 375,6,,0
8058364072098,1002530094,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;38.0;TEX2ETR1K 7090 380,6,,0
8058364072104,1002530095,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;38.5;TEX2ETR1K 7090 385,6,,0
8058364072111,1002530096,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;39.0;TEX2ETR1K 7090 390,6,,0
8058364072128,1002530097,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;39.5;TEX2ETR1K 7090 395,6,,0
8058364071909,1002530098,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;40.0;TEX2ETR1K 7090 400,6,,0
8058364071916,1002530099,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;40.5;TEX2ETR1K 7090 405,6,,0
8058364071923,1002530100,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;41.0;TEX2ETR1K 7090 410,6,,0
8058364071930,1002530101,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;41.5;TEX2ETR1K 7090 415,6,,0
8058364071947,1002530102,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;42.0;TEX2ETR1K 7090 420,6,,0
8058364071954,1002530103,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;42.5;TEX2ETR1K 7090 425,6,,0
8058364071961,1002530104,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;43.0;TEX2ETR1K 7090 430,6,,0
8058364071978,1002530105,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;43.5;TEX2ETR1K 7090 435,6,,0
8058364071985,1002530106,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;44.0;TEX2ETR1K 7090 440,6,,0
8058364071992,1002530107,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;44.5;TEX2ETR1K 7090 445,6,,0
8058364072005,1002530108,FIZIK(ｼｭｰｽﾞ),X2 TERRA ERGOLACE,BK/G/Y;45.0;TEX2ETR1K 7090 450,6,,0
8058364060996,1002550001,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;36.0;TEX4PPR1K 1010 360,6,本館3階-19,2
8058364061009,1002550002,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;37.0;TEX4PPR1K 1010 370,6,本館3階,0
8058364061016,1002550003,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;37.5;TEX4PPR1K 1010 375,6,新館2階-36,0
8058364061023,1002550004,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;38.0;TEX4PSPU1 1010 380,6,本館3階-19,0
8058364061030,1002550005,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;38.5;TEX4PSPU1 1010 385,6,本館3階,0
8058364061047,1002550006,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;39.0;TEX4PSPU1 1010 390,6,本館3階,0
8058364061054,1002550007,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;39.5;TEX4PSPU1 1010 395,6,新館2階-36,0
8058364060835,1002550008,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;40.0;TEX4PSPU1 1010 400,6,本館3階-19,0
8058364060842,1002550009,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;40.5;TEX4PSPU1 1010 405,6,新館2階-36,0
8058364060859,1002550010,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;41.0;TEX4PSPU1 1010 410,6,本館3階-19,10
8058364060866,1002550011,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;41.5;TEX4PSPU1 1010 415,6,本館3階-19,1
8058364060873,1002550012,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;42.0;TEX4PSPU1 1010 420,6,本館3階,0
8058364060880,1002550013,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;42.5;TEX4PSPU1 1010 425,6,本館3階,0
8058364060897,1002550014,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;43.0;TEX4PSPU1 1010 430,6,本館3階-19,0
8058364060903,1002550015,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;43.5;TEX4PSPU1 1010 435,6,新館2階-36,0
8058364060910,1002550016,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;44.0;TEX4PSPU1 1010 440,6,本館3階,0
8058364060927,1002550017,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;44.5;TEX4PSPU1 1010 445,6,新館2階-36,0
8058364060934,1002550018,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,BK/BK;45.0;TEX4PSPU1 1010 450,6,新館2階-36,0
8058364061221,1002550019,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;36.0;TEX4PSU1 1298 360,6,新館2階-37,0
8058364061238,1002550020,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;37.0;TEX4PSU1 1298 370,6,新館2階-37,0
8058364061245,1002550021,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;37.5;TEX4PSU1 1298 375,6,新館2階-37,0
8058364061252,1002550022,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;38.0;TEX4PSU1 1298 380,6,本館3階,0
8058364061269,1002550023,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;38.5;TEX4PSU1 1298 385,6,新館2階-37,0
8058364061276,1002550024,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;39.0;TEX4PSU1 1298 390,6,新館2階-37,0
8058364061283,1002550025,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;39.5;TEX4PSU1 1298 395,6,新館2階-37,0
8058364061061,1002550026,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;40.0;TEX4PSU1 1298 400,6,新館2階-37,0
8058364061078,1002550027,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;40.5;TEX4PSU1 1298 405,6,新館2階-37,0
8058364061085,1002550028,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;41.0;TEX4PSU1 1298 410,6,本館3階,0
8058364061092,1002550029,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;41.5;TEX4PSU1 1298 415,6,新館2階-37,0
8058364061108,1002550030,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;42.0;TEX4PSU1 1298 420,6,新館2階-37,0
8058364061115,1002550031,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;42.5;TEX4PSU1 1298 425,6,新館2階-37,0
8058364061122,1002550032,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;43.0;TEX4PSU1 1298 430,6,新館2階-37,0
8058364061139,1002550033,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;43.5;TEX4PSU1 1298 435,6,新館2階-37,0
8058364061146,1002550034,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;44.0;TEX4PSU1 1298 440,6,本館3階,0
8058364078342,1002550035,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;44.5;TEX4PPR1K 1298 445,6,新館2階-37,0
8058364061160,1002550036,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,AN/GRA;45.0;TEX4PSU1 1298 450,6,新館2階-37,0
8058364061450,1002550037,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;36.0;TEX4PSU1 8586 360,6,新館2階-39,0
8058364061467,1002550038,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;37.0;TEX4PSU1 8586 370,6,新館2階-39,0
8058364061474,1002550039,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;37.5;TEX4PSU1 8586 375,6,新館2階-39,0
8058364061481,1002550040,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;38.0;TEX4PSU1 8586 380,6,新館2階-39,0
8058364061498,1002550041,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;38.5;TEX4PSU1 8586 385,6,新館2階-39,0
8058364061504,1002550042,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;39.0;TEX4PSU1 8586 390,6,新館2階-39,0
8058364061511,1002550043,FIZIK(ｼｭｰｽﾞ),X4 TERRA POWERSTRAP,MUD/CAR;39.5;TEX4PSU1 8586 395,6,新館2階-39,0
